	item_id	book_instance	reports_policy_legislation_and_technical_documentation_instance	databases_instance	academic_scientific	news_media_sources	wiki	category	Item label	Item ID	Weighted ORES Score
15	Q100063	1	0	4	0	0	0	human	Ragnhild Haga	Q100063	3.91
17	Q10007	6	0	12	0	0	1	human	Zhengde Emperor	Q10007	4.0
19	Q100074	25	0	21	0	0	0	human	Jessie Diggins	Q100074	4.62
21	Q100116	19	0	8	0	0	3	human	Christoph Weigel the Elder	Q100116	3.99
23	Q100174	4	0	5	0	0	4	human	Robert Kosch	Q100174	3.9
25	Q100176	1	0	0	0	0	0	human	Adelbert Mühlschlegel	Q100176	3.0
27	Q100184	2	0	2	0	0	2	human	Ernst-Wilhelm Reinert	Q100184	3.39
29	Q100201	4	0	7	0	0	1	human	Anton Ferdinand von Rothkirch und Panten	Q100201	3.84
31	Q100213	23	0	7	0	0	0	human	Otto Friedrich August Meinardus	Q100213	3.89
33	Q100215	3	0	0	0	0	0	human	Justus Scharowsky	Q100215	3.73
35	Q100221	6	0	0	0	0	1	human	René Bielke	Q100221	3.86
37	Q100232	17	0	5	1	0	0	human	Tamara Bach	Q100232	4.2
39	Q100242	6	0	6	2	0	0	human	Johann Jakob Dorner the Younger	Q100242	3.72
41	Q100252	6	0	2	0	0	2	human	Johann Nepomuk von Ringseis	Q100252	3.95
43	Q100265	5	0	8	0	0	0	human	Johann Salver	Q100265	3.9
45	Q100267	1	0	0	0	0	0	human	Joachim Busse	Q100267	2.99
47	Q100273	1	0	1	0	0	0	human	Sabine Huth	Q100273	3.04
49	Q100274	10	0	5	0	0	3	human	Waldemar Petersen	Q100274	3.71
51	Q100277	6	0	1	0	0	0	human	Moritz Fleischer	Q100277	3.89
53	Q100299	9	0	1	0	0	0	human	Ursula Herking	Q100299	3.97
55	Q100317	3	0	0	0	0	0	human	Alisha Ossowski	Q100317	3.72
57	Q100327	9	0	2	0	0	0	human	Wilhelm Spemann	Q100327	3.94
59	Q100328	13	0	2	0	0	0	human	Volker Michael Strocka	Q100328	3.93
61	Q100334	3	0	2	0	0	0	human	Niclas Müller	Q100334	3.66
63	Q100335	6	0	0	0	0	1	human	Karl-Heinz Schönfelder	Q100335	3.86
65	Q100349	7	0	1	0	0	0	human	Isabel Bongard	Q100349	3.46
67	Q100377	4	0	1	0	0	1	human	Ludwig von Tiedemann	Q100377	3.87
69	Q100385	2	0	2	0	0	0	human	Otto Kleingünther	Q100385	3.01
71	Q100401	2	0	0	0	0	0	human	Waltrude Schleyer	Q100401	3.64
73	Q100414	4	0	0	0	0	0	human	Rudolf von Waldenfels	Q100414	3.01
75	Q100440	16	0	11	0	1	10	human	Larry Hagman	Q100440	4.9
77	Q100443	6	0	5	0	0	1	human	Martin Schäuble	Q100443	3.87
79	Q100447	0	0	3	0	0	0	human	Alphons J. van der Grinten	Q100447	3.66
81	Q100462	9	0	3	0	0	0	human	Franz Lemmermeyer	Q100462	3.93
83	Q100463	4	0	1	0	0	0	human	August zu Eulenburg	Q100463	3.96
85	Q100464	9	0	7	0	0	1	human	Ronny	Q100464	4.13
87	Q100467	3	0	2	0	0	0	human	Karl von Schönstedt	Q100467	3.8
89	Q100472	3	0	1	0	0	0	human	Ludwig Karl Böhm	Q100472	3.23
91	Q100477	7	0	0	0	0	0	human	Theodor Hoffmann	Q100477	3.07
93	Q100480	8	0	0	0	0	1	human	Peter Gloystein	Q100480	3.35
95	Q100491	5	0	5	0	0	0	human	Jacob Gabriel Wolf	Q100491	3.79
97	Q100497	6	0	1	0	0	0	human	Wilhelm von Boddien	Q100497	3.52
99	Q100498	4	0	0	0	0	0	human	Kurt Täger	Q100498	3.01
101	Q100505	3	0	2	0	0	0	human	Johann Christian Nehring	Q100505	3.87
103	Q100508	6	0	8	0	0	0	human	Prätorius von Richthofen	Q100508	3.94
105	Q100509	2	0	1	0	0	1	human	Rita Daimer	Q100509	3.23
107	Q100511	15	0	9	0	0	6	human	Willibald Sauerländer	Q100511	4.05
109	Q100517	16	0	1	0	0	1	human	Werner Dreßel	Q100517	3.61
111	Q100520	16	0	7	0	0	0	human	Wilhelm Weigand	Q100520	3.92
113	Q100526	5	0	0	0	0	0	human	Oscar Döring	Q100526	3.0
115	Q100529	8	0	3	0	0	1	human	Rudolf Lenz	Q100529	3.9
117	Q100534	9	0	2	0	0	0	human	Gerhard Henkel	Q100534	3.78
119	Q100548	11	0	3	0	0	1	human	Theodor Seitz	Q100548	4.24
121	Q100549	13	0	4	0	0	0	human	Wolfgang Böhme	Q100549	3.88
123	Q100558	9	0	0	0	0	0	human	Helmut Diegel	Q100558	3.84
125	Q100564	10	0	1	0	0	0	human	Wolfgang Jäger	Q100564	3.83
127	Q100568	9	0	0	0	0	0	human	Wilfried Hasselmann	Q100568	3.79
129	Q10058	6	0	3	0	0	0	human	Justine Smethurst	Q10058	3.82
131	Q100585	2	0	2	0	0	1	human	Wolfgang Fleck	Q100585	3.57
133	Q100587	11	0	3	0	0	0	human	Heinrich Wenzel	Q100587	3.67
135	Q100591	3	0	5	0	0	0	human	Burchard III van Schraplau	Q100591	3.92
137	Q100593	7	0	3	0	0	0	human	Egbert von Frankenberg	Q100593	3.92
139	Q100594	2	0	0	0	0	0	human	Werner Winkler	Q100594	3.03
141	Q100595	5	0	0	0	0	0	human	Clemens Buff	Q100595	3.82
143	Q100618	1	0	2	0	0	0	human	Viktor Otto	Q100618	3.78
145	Q100622	8	0	0	0	0	0	human	Eberhard von Mantey	Q100622	3.78
147	Q100632	4	0	3	0	0	0	human	Burchard Müller von der Lühne	Q100632	3.8
149	Q100633	14	0	2	6	0	0	human	Otto Koellreutter	Q100633	3.93
151	Q100646	1	0	0	0	0	0	human	Wilhelm Münker	Q100646	3.03
153	Q100647	5	0	0	0	0	0	human	Klaus Luhmer	Q100647	3.69
155	Q10065	0	0	11	0	0	0	human	Taichang Emperor	Q10065	3.48
157	Q100667	18	0	7	0	0	0	human	Ingeborg Weber-Kellermann	Q100667	3.94
159	Q100668	10	0	1	0	0	1	human	Andreas Homoki	Q100668	3.7
161	Q100672	11	0	8	0	0	0	human	Christian Wilhelm Ahlwardt	Q100672	3.9
163	Q100678	4	0	1	0	0	0	human	Otto Koch	Q100678	3.79
165	Q100679	6	0	19	0	0	0	human	Gerhard Preuß	Q100679	3.93
167	Q100680	6	0	4	1	0	0	human	Christoph Türcke	Q100680	3.94
169	Q100698	3	0	4	0	0	1	human	Franz Josef Meinrad Merkel	Q100698	3.14
171	Q100707	11	0	5	2	0	0	human	Franz Ludwig Fick	Q100707	4.15
173	Q100708	10	0	1	0	0	1	human	Heinz Schimmelpfennig	Q100708	3.88
175	Q100715	5	0	0	0	0	0	human	Alfons Rosenberg	Q100715	3.94
177	Q100759	9	0	2	0	0	0	human	Igor Levit	Q100759	4.03
179	Q100791	15	0	11	0	0	0	human	Fedor von Zobeltitz	Q100791	4.0
181	Q100793	9	0	1	0	0	0	human	Jens Alber	Q100793	3.74
183	Q100816	6	0	0	0	0	0	human	Karl Zuhorn	Q100816	3.04
185	Q100835	4	0	0	0	0	0	human	Theodor Steche	Q100835	3.84
187	Q100840	2	0	0	0	0	0	human	Johann Scheibe	Q100840	3.68
189	Q100841	6	0	1	0	0	1	human	Michael Maertens	Q100841	4.2
191	Q100847	8	0	0	0	0	0	human	Hans-Jürgen Schaal	Q100847	3.63
193	Q10089	12	0	5	0	0	2	human	Julia Mancuso	Q10089	3.72
195	Q100910	20	0	14	0	0	0	human	Caspar Merian	Q100910	3.96
197	Q100917	3	0	1	0	0	0	human	Heidi Roth	Q100917	3.0
199	Q100935	4	0	0	0	0	0	human	Friedrich Ackermann	Q100935	3.7
201	Q100937	40	0	18	0	0	3	human	Fred Astaire	Q100937	4.94
203	Q100941	5	0	1	0	0	0	human	Christoph John	Q100941	3.05
205	Q10095	6	0	4	0	0	1	human	Annelise Coberger	Q10095	3.1
207	Q100969	14	0	2	0	0	1	human	Gerhard Hirschfeld	Q100969	3.97
209	Q100971	4	0	1	0	0	1	human	Egidius Schiffer	Q100971	3.02
211	Q101013	2	0	2	0	0	1	human	Otto Hunsche	Q101013	3.0
213	Q101014	8	0	3	0	0	0	human	Daniela von Bülow	Q101014	3.98
215	Q101019	7	0	1	0	0	0	human	Marie Rönnebeck	Q101019	3.86
217	Q101037	11	0	4	0	0	0	human	Hans Siemsen	Q101037	3.91
219	Q10106	6	0	2	0	0	1	human	Kerstin Szymkowiak	Q10106	3.14
221	Q101074	11	0	0	0	0	0	human	Enno Hagenah	Q101074	3.46
223	Q101091	5	0	1	0	0	0	human	Manuela Stehr	Q101091	3.89
225	Q101103	6	0	0	0	0	0	human	Heinrich Wesche	Q101103	3.81
227	Q10112	14	0	1	0	5	0	human	Edith Hannam	Q10112	4.06
229	Q101140	4	0	0	0	0	0	human	Fritz Pröll	Q101140	2.99
231	Q101146	4	0	0	0	0	1	human	Joachim Faber	Q101146	3.02
233	Q101173	4	0	0	0	0	0	human	Alexander Raake	Q101173	3.56
235	Q101174	5	0	0	0	0	0	human	Joachim Zahn	Q101174	3.62
237	Q101204	3	0	0	0	0	0	human	Erwin Conradi	Q101204	3.05
239	Q101206	17	0	1	0	0	0	human	Ottmar Schreiner	Q101206	3.98
241	Q101209	1	0	0	0	0	0	human	Horst Streckenbach	Q101209	3.0
243	Q101215	3	0	0	0	0	0	human	Rita Jaeger	Q101215	3.59
245	Q101217	3	0	2	0	0	0	human	Ignaz Lindl	Q101217	3.74
247	Q101218	6	0	1	0	0	0	human	Senta Auth	Q101218	3.54
249	Q101223	9	0	0	0	0	0	human	Helene Grass	Q101223	4.48
251	Q101228	6	0	1	0	0	0	human	Isabell Gerschke	Q101228	3.89
253	Q101233	5	0	0	0	0	2	human	Jana Thiel	Q101233	3.86
255	Q101235	4	0	2	0	0	0	human	Anton Sterbling	Q101235	3.86
257	Q101253	10	0	2	0	0	0	human	Judith Richter	Q101253	3.85
259	Q101283	3	0	1	0	0	0	human	Gisela von der Aue	Q101283	3.2
261	Q101285	12	0	4	0	0	0	human	Theodor Christoph Schüz	Q101285	3.96
263	Q101286	26	0	13	0	0	2	human	Innocent XI	Q101286	4.93
265	Q10129	13	0	6	0	1	1	human	Lisa Raymond	Q10129	4.42
267	Q101293	9	0	2	0	0	1	human	Klaus Meiser	Q101293	3.56
269	Q101294	19	0	11	0	0	1	human	Alexander VIII	Q101294	4.91
271	Q101302	9	0	0	0	0	1	human	Oskar Stübinger	Q101302	3.69
273	Q101310	2	0	0	0	0	0	human	Johann Conrad Rudolph Wohlien	Q101310	2.98
275	Q101321	8	0	1	0	0	0	human	Heiner Garg	Q101321	3.92
277	Q101330	14	0	3	0	0	0	human	Karl Birnbaum	Q101330	3.85
279	Q101332	11	0	3	0	0	0	human	Ernst Koken	Q101332	3.9
281	Q101363	10	0	10	0	0	0	human	Alexander Erskein	Q101363	3.85
283	Q101380	5	0	2	0	0	0	human	Hugo Fischer-Köppe	Q101380	3.91
285	Q101392	5	0	2	0	0	0	human	Ernst Dumcke	Q101392	3.9
287	Q101397	9	0	3	0	0	2	human	Hardy Krüger Jr.	Q101397	4.44
289	Q101398	3	0	0	0	0	0	human	Otto Gentil	Q101398	3.87
291	Q101399	4	0	2	0	0	1	human	Julius Urgiß	Q101399	3.91
293	Q101403	9	0	0	0	0	1	human	Beate Bühler	Q101403	3.58
295	Q101408	12	0	1	0	0	0	human	Klaus Vogel	Q101408	3.79
297	Q101414	8	0	4	0	0	0	human	Max Uhlig	Q101414	3.94
299	Q101421	5	0	1	0	0	1	human	Johann Schwarzhuber	Q101421	3.77
301	Q101441	8	0	1	0	0	0	human	Alfons Sarrach	Q101441	3.89
303	Q101442	5	0	0	0	0	0	human	Franz Volkmer	Q101442	3.85
305	Q101459	1	0	7	0	0	0	human	Friedrich III. von Aufseß	Q101459	3.08
307	Q101468	11	0	3	0	0	0	human	Joachim Fiebach	Q101468	2.38
309	Q101471	2	0	4	0	0	1	human	Adolf von Wittich	Q101471	3.0
311	Q101473	4	0	6	0	0	0	human	Franz Xaver von Andlaw-Birseck	Q101473	3.89
313	Q101511	6	0	0	0	0	1	human	Norbert König	Q101511	3.01
315	Q101549	5	0	0	0	0	0	human	Erich Vermehren	Q101549	3.0
317	Q101586	3	0	0	0	0	0	human	Rudolf Finsterer	Q101586	2.99
319	Q101589	9	0	0	0	0	0	human	Jules Greenbaum	Q101589	3.22
321	Q101602	4	0	0	0	0	0	human	John Starlight	Q101602	3.09
323	Q101605	8	0	0	0	0	0	human	Robert Boehringer	Q101605	3.91
325	Q101608	9	0	2	0	0	0	human	Emil Marschalk von Ostheim	Q101608	3.86
327	Q101614	4	0	1	0	0	0	human	Sebastian Lotzer	Q101614	3.88
329	Q101615	5	0	2	0	0	0	human	Annemarie Steinsieck	Q101615	3.89
331	Q101652	3	0	0	0	0	2	human	Theodor Koch	Q101652	3.04
333	Q101670	13	0	4	0	0	0	human	Felix Anton Blau	Q101670	3.82
335	Q101714	13	0	1	0	0	0	human	Anita Tack	Q101714	3.49
337	Q101715	12	0	0	0	0	1	human	Jesco von Puttkamer	Q101715	3.91
339	Q101723	9	0	0	0	0	0	human	Hannes Stein	Q101723	4.07
341	Q101728	18	0	2	2	0	1	human	Michael Rossmann	Q101728	4.04
343	Q101746	3	0	0	0	0	1	human	Herman N. Neuberger	Q101746	3.05
345	Q101752	18	0	4	0	0	1	human	F.W. Bernstein	Q101752	3.92
347	Q101775	11	0	3	0	0	1	human	Gisela von Collande	Q101775	3.97
349	Q101779	5	0	2	0	0	0	human	Raban Bieling	Q101779	3.87
351	Q101782	3	0	2	0	0	0	human	David Kramer	Q101782	3.05
353	Q101788	15	0	3	0	0	0	human	MoTrip	Q101788	3.18
355	Q101789	3	0	3	0	0	0	human	Egilbert	Q101789	3.07
357	Q101793	1	0	0	0	0	0	human	Eduard von Alvensleben	Q101793	3.82
359	Q101821	1	0	7	0	0	0	human	Heinrich Groß von Trockau	Q101821	3.32
361	Q101851	10	0	0	0	0	0	human	Walter Hückel	Q101851	3.81
363	Q101853	8	0	2	0	0	0	human	Ludwig Wilhelm Brüggemann	Q101853	3.66
365	Q101857	5	0	1	0	0	0	human	Christian Friedrich von Otto	Q101857	3.23
367	Q101870	13	0	3	0	0	0	human	Otto Gerdes	Q101870	3.94
369	Q101871	19	1	12	2	0	3	human	Dymphna Cusack	Q101871	4.07
371	Q101880	5	0	0	0	0	0	human	Carl von Horn	Q101880	3.8
373	Q101881	6	0	0	0	0	0	human	Siegfried Balleis	Q101881	3.82
375	Q101893	9	0	0	0	0	0	human	Hermann von Bönninghausen	Q101893	3.68
377	Q101908	10	0	1	0	0	1	human	Carl Gottfried Helvig	Q101908	3.14
379	Q101912	5	0	2	0	0	0	human	Willi Schur	Q101912	3.81
381	Q101915	7	0	5	0	0	0	human	Georg Christian Friedrich Lisch	Q101915	3.58
383	Q101925	16	0	7	0	0	0	human	Eberhard Grisebach	Q101925	3.94
385	Q101936	5	0	2	0	0	1	human	Ferdinand Röse	Q101936	3.7
387	Q101945	11	0	4	0	0	0	human	Gustav Leopold Plitt	Q101945	3.8
389	Q101946	5	0	2	0	0	0	human	Henriette Goldschmidt	Q101946	3.89
391	Q101947	14	0	2	0	0	0	human	Heinrich Schmitthenner	Q101947	3.93
393	Q101951	15	0	5	0	3	3	human	Pauline Baynes	Q101951	3.97
395	Q101957	12	0	3	0	0	1	human	Karoline von Woltmann	Q101957	3.97
397	Q101961	5	0	3	0	0	0	human	Karl Emanuel Klitzsch	Q101961	3.72
399	Q101977	10	0	3	0	0	0	human	Karl Retzlaw	Q101977	3.91
401	Q101981	10	0	0	0	0	0	human	Adolf Bieringer	Q101981	3.87
403	Q102000	7	0	3	0	0	0	human	Hans Ernst von Kottwitz	Q102000	3.55
405	Q102011	6	0	0	0	0	0	human	Clemens Hasse	Q102011	3.87
407	Q102013	4	0	0	0	0	0	human	Tanja Hart	Q102013	3.75
409	Q102017	7	0	2	0	0	0	human	Leopold Schwarzschild	Q102017	4.47
411	Q102033	3	0	0	0	0	0	human	Charlotte Mäder	Q102033	3.02
413	Q102050	8	0	3	0	0	0	human	Fritz Tillmann	Q102050	3.98
415	Q102060	6	0	0	0	0	0	human	Emerenz Meier	Q102060	3.88
417	Q102064	4	0	4	0	0	0	human	Georg Macco	Q102064	3.6
419	Q102068	2	0	5	0	0	1	human	Aleksandr Fitc	Q102068	3.63
421	Q102073	1	0	3	0	0	0	human	Rudolf Karlowa	Q102073	2.99
423	Q102075	4	0	7	0	0	0	human	Claus Köpcke	Q102075	3.48
425	Q102076	6	0	7	0	0	1	human	Alexander Rahr	Q102076	3.89
427	Q102077	7	0	3	0	0	0	human	Gerhard Buhtz	Q102077	3.02
429	Q102080	5	0	5	0	0	0	human	Carl Anton Schäfer	Q102080	3.28
431	Q102086	17	0	4	0	0	0	human	Karl Heinz Roth	Q102086	3.78
433	Q102089	14	0	3	0	0	1	human	Hartmut Höll	Q102089	3.94
435	Q102091	6	0	5	0	0	1	human	Wolfgang Schnur	Q102091	3.89
437	Q102094	0	0	4	0	0	0	human	Fritz Thiel	Q102094	2.98
439	Q102102	2	0	5	0	0	0	human	Erwin Gehrts	Q102102	3.86
441	Q102105	9	0	10	0	0	0	human	Liberius	Q102105	4.65
443	Q102117	21	0	8	0	1	0	human	Angus McBride	Q102117	4.17
445	Q102121	13	0	3	0	0	0	human	Christianus Henricus Trotz	Q102121	3.96
447	Q102127	6	0	4	0	0	0	human	Heinz Eckner	Q102127	3.91
449	Q102132	6	0	0	0	0	1	human	Wolfgang Glaeser	Q102132	3.09
451	Q102153	13	0	3	0	0	0	human	Heinrich Lauterbach	Q102153	4.16
453	Q102163	11	0	8	0	0	0	human	Ted Nasmith	Q102163	3.83
455	Q102175	4	0	2	0	0	0	human	Wilhelm Grunwald	Q102175	3.85
457	Q102177	11	0	0	0	0	0	human	Gerd Schultze-Rhonhof	Q102177	3.77
459	Q102180	6	0	0	0	0	0	human	Hans-Peter Makan	Q102180	3.22
461	Q102186	13	0	3	0	0	1	human	Alexander zu Dohna-Schlobitten	Q102186	3.75
463	Q102198	6	0	0	0	0	0	artefact	flag of Sudan	Q102198	3.06
465	Q102213	3	1	2	0	0	0	human	Matilde Horne	Q102213	3.72
467	Q102220	8	0	0	0	0	1	human	Andreas Breitner	Q102220	3.55
469	Q102227	5	0	1	0	0	0	human	Andreas Korn	Q102227	3.42
471	Q102232	1	0	0	0	0	0	human	Anthon von Ditfurth	Q102232	3.01
473	Q102253	13	0	8	0	0	0	human	Johann von Dalberg	Q102253	3.96
475	Q102262	7	0	0	0	0	0	human	Willy Huhn	Q102262	3.87
477	Q102297	5	0	0	0	0	3	human	Rudolf Dulon	Q102297	3.64
479	Q102329	13	0	0	0	0	0	human	Walter-Herwig Schuchhardt	Q102329	3.95
481	Q102330	2	0	4	0	0	1	human	Jan Tebrügge	Q102330	3.79
483	Q102357	5	0	0	0	0	2	human	Michael Adam	Q102357	3.11
485	Q102366	11	0	0	0	0	1	human	Susanne Bobzien	Q102366	3.12
487	Q102379	11	0	10	0	0	3	human	Paul Berg	Q102379	4.06
489	Q102393	10	0	0	0	0	2	human	Peter Alltschekow	Q102393	3.67
491	Q102398	7	0	5	0	0	1	human	Werner Enders	Q102398	3.87
493	Q102440	1	0	0	0	0	0	human	Heinrich von Bülow	Q102440	2.96
495	Q102442	14	0	4	0	0	1	human	Burkard Hillebrands	Q102442	3.98
497	Q102443	10	0	0	0	0	0	human	Joachim Kuettner	Q102443	3.09
499	Q102505	10	0	0	0	0	0	human	Agathon Wunderlich	Q102505	3.89
501	Q102527	14	0	15	0	0	5	human	Robert Falcon Scott	Q102527	4.96
503	Q102533	10	0	6	0	0	0	human	Ludwig Schorn	Q102533	3.94
505	Q102541	17	0	7	0	0	0	human	Johannes Hertel	Q102541	3.85
507	Q102544	9	0	6	0	0	0	human	Lorenz Gedon	Q102544	3.85
509	Q102563	11	0	8	0	0	0	human	Friedrich Jakob Dochnahl	Q102563	3.17
511	Q102567	2	0	0	0	0	0	human	Felix Rühl	Q102567	3.0
513	Q102602	1	0	1	0	0	0	human	Max von der Goltz	Q102602	3.03
515	Q102604	11	0	2	0	0	0	human	Nils Schmäler	Q102604	3.3
517	Q102606	6	0	0	0	0	1	human	Steffen Jürgens	Q102606	3.86
519	Q102608	13	0	2	0	0	0	human	Carl Heymann	Q102608	3.93
521	Q102637	12	0	3	0	0	1	human	Harald Burger	Q102637	3.74
523	Q102651	5	0	1	0	0	0	human	Kerstin Sanders-Dornseif	Q102651	3.08
525	Q102657	6	0	1	0	0	4	human	Lena Falkenhagen	Q102657	3.19
527	Q102671	9	0	1	0	0	0	human	Marcus Banzer	Q102671	3.87
529	Q102688	1	0	0	0	0	0	human	Heinrich Deumeland	Q102688	3.0
531	Q102692	12	0	1	0	0	0	human	Moritz Jahn	Q102692	3.79
533	Q102697	4	0	0	0	0	0	human	Gustav Lienemann	Q102697	3.7
535	Q102704	7	0	2	0	0	0	human	Martin Selber	Q102704	3.65
537	Q102707	14	0	8	0	0	0	human	Friedrich Oltmanns	Q102707	3.9
539	Q102717	1	0	0	0	0	0	human	Johann Daniel Busch	Q102717	2.98
541	Q102721	4	0	2	0	0	2	human	Winfried Bölke	Q102721	3.24
543	Q102741	8	0	3	0	0	0	human	Günter Maschke	Q102741	3.89
545	Q102747	17	0	4	0	0	0	human	Giselher Wirsing	Q102747	3.94
547	Q102750	3	0	1	0	0	1	human	Franz Mauve	Q102750	3.04
549	Q102779	8	0	3	0	0	0	human	Peter Paul Brauer	Q102779	3.13
551	Q102805	15	0	1	0	0	1	human	Tufan Tosunoğlu	Q102805	3.79
553	Q102812	14	0	0	0	0	0	human	Dankwart Rustow	Q102812	3.86
555	Q102826	6	0	10	0	0	2	human	Johann Joseph Freidhoff	Q102826	3.17
557	Q102834	10	0	0	0	0	1	human	Bernhard Lösener	Q102834	3.88
559	Q102865	14	0	9	0	0	3	human	Darius III	Q102865	4.89
561	Q102876	11	0	0	0	0	0	human	Otto Zierer	Q102876	3.94
563	Q102899	3	0	0	0	0	0	human	Monika Buttler	Q102899	3.63
565	Q102900	10	0	0	0	0	0	human	Kari Köster-Lösche	Q102900	3.07
567	Q102910	5	0	0	0	0	0	human	Dorit Zinn	Q102910	3.75
569	Q102923	7	0	4	0	0	2	human	Lina Rabea Mohr	Q102923	3.75
571	Q102928	17	0	6	0	0	0	human	Ekkehart Krippendorff	Q102928	3.88
573	Q102935	3	0	1	0	0	0	human	Hannes Wagner	Q102935	3.68
575	Q102949	6	0	1	0	0	0	human	Heinz Kucharski	Q102949	3.63
577	Q102953	4	0	0	0	0	0	artefact	flag of Guinea-Bissau	Q102953	3.03
579	Q102956	2	0	2	0	0	2	human	Max von Bock und Polach	Q102956	3.76
581	Q102967	6	0	0	0	0	0	artefact	flag of Ivory Coast	Q102967	3.05
583	Q102970	17	0	2	0	0	0	human	Martin Grzimek	Q102970	3.94
585	Q102977	3	0	1	0	0	1	artefact	flag of Mauritania	Q102977	3.08
587	Q102980	6	0	0	0	0	0	human	Conrad Roland	Q102980	3.83
589	Q102996	4	0	0	0	0	0	human	Friedrich Seifert	Q102996	3.58
591	Q103002	7	0	0	0	0	0	human	Markus Maria Profitlich	Q103002	3.9
593	Q103014	5	0	2	0	0	1	human	Johannes Plendl	Q103014	3.02
595	Q103018	4	0	1	0	0	0	human	Thomas Schweicker	Q103018	3.87
597	Q103032	5	0	1	0	0	0	human	Anton Heinrich Friedrich Stadion	Q103032	3.89
599	Q103051	10	0	0	0	0	0	human	Edmund Wilhelm Braun	Q103051	4.09
601	Q103054	9	0	1	0	0	0	human	Dieter Stein	Q103054	3.86
603	Q103055	6	0	0	0	0	0	artefact	flag of Liechtenstein	Q103055	3.04
605	Q103061	8	0	0	0	0	0	human	Hajo Banzhaf	Q103061	3.05
607	Q103064	6	0	0	0	0	0	artefact	flag of North Korea	Q103064	3.4
609	Q103065	12	0	11	0	0	0	human	Louis Weinert-Wilton	Q103065	3.9
611	Q103075	15	0	1	0	0	2	human	Udo Di Fabio	Q103075	4.11
613	Q103084	3	0	0	0	0	0	artefact	flag of Burundi	Q103084	3.03
615	Q103089	4	0	0	0	0	0	human	Clemens Börsig	Q103089	3.03
617	Q103106	7	0	2	0	0	0	human	Albrecht Hummel	Q103106	3.83
619	Q103112	24	0	3	0	0	0	human	Reinhard Zimmermann	Q103112	4.11
621	Q103119	4	0	0	0	0	1	human	Ulrich Bracker	Q103119	3.01
623	Q103123	14	0	7	0	0	1	human	Gila von Weitershausen	Q103123	4.27
625	Q103130	2	0	0	0	0	0	human	Sepp Ketterer	Q103130	3.63
627	Q103164	4	0	0	0	0	0	human	Ernst Stengelin	Q103164	2.98
629	Q103165	16	0	2	0	0	0	human	Gitta Connemann	Q103165	4.26
631	Q103185	4	0	1	0	0	0	human	Balthasar Bidembach	Q103185	3.85
633	Q103202	5	0	2	0	0	0	human	Jean David Bouché	Q103202	3.08
635	Q103211	9	0	2	0	0	0	human	Henriette Hardenberg	Q103211	3.77
637	Q103214	2	0	0	0	0	2	human	Otto Reimers	Q103214	3.05
639	Q103215	5	0	0	0	0	0	human	Wolfgang Bernhard	Q103215	3.65
641	Q103240	10	0	0	0	0	0	human	Fritz Krischen	Q103240	3.78
643	Q103242	3	0	0	0	0	0	human	Barnim Grüneberg	Q103242	2.99
645	Q103245	8	0	4	0	0	1	human	Willi Dusenschön	Q103245	3.0
647	Q103266	4	0	1	0	0	0	human	Margarete Mewes	Q103266	2.97
649	Q103269	3	0	0	0	0	1	human	Hermann von Ziller	Q103269	3.8
651	Q103272	1	0	4	0	0	1	human	Hans Wolf	Q103272	3.0
653	Q103286	13	0	6	0	0	1	human	Wilhelm Ebel	Q103286	3.95
655	Q103299	7	0	2	0	0	0	human	Norbert Kuchinke	Q103299	3.95
657	Q103340	4	0	0	0	0	2	human	Gerhard Conrad	Q103340	3.86
659	Q103342	4	0	0	0	0	0	human	Oliver Koenig	Q103342	3.03
661	Q103343	13	0	15	0	0	4	human	Jennifer Connelly	Q103343	4.95
663	Q103363	2	0	0	0	0	1	human	Eberhard Wolfram	Q103363	3.04
665	Q103379	2	0	0	0	0	0	human	Otto Edler von Graeve	Q103379	3.02
667	Q103393	8	0	3	0	0	0	human	Rudolph Brandes	Q103393	3.94
669	Q103396	4	0	12	0	0	1	human	Adeodatus II	Q103396	4.58
671	Q103399	4	0	2	0	0	0	human	Katharina Amalie Dorothea von Schlegel	Q103399	3.09
673	Q103410	6	0	5	0	0	1	human	Matthias Wehr	Q103410	3.42
675	Q103419	5	0	3	0	0	0	human	Heinrich Baaken	Q103419	3.34
677	Q103423	3	0	9	0	0	0	human	Marinus II	Q103423	4.45
679	Q103425	7	0	2	0	0	0	human	Sabine Wegner	Q103425	3.83
681	Q103426	4	0	1	0	0	1	human	Johann Fortner	Q103426	3.06
683	Q103428	3	0	3	0	0	0	human	Heinrich Gleumes	Q103428	3.26
685	Q103431	5	0	4	0	0	0	human	Anastasius III	Q103431	4.43
687	Q103449	5	0	0	0	0	0	human	Petra A. Bauer	Q103449	3.65
689	Q103484	14	0	4	0	0	0	human	Israel Gottlieb Canz	Q103484	3.93
691	Q103491	7	0	0	0	0	0	human	Karin Bencze	Q103491	3.11
693	Q103494	5	0	1	0	0	0	human	Gustav Wilhelm von Jagow	Q103494	3.72
695	Q103539	4	0	1	0	0	0	human	Lutz Sikorski	Q103539	3.02
697	Q103543	16	0	2	0	0	0	human	Hermann von der Goltz	Q103543	3.86
699	Q103548	17	0	9	0	0	2	human	Konrad Hofmann	Q103548	3.18
701	Q103568	13	0	5	0	0	0	human	Rudolf Kautzsch	Q103568	3.94
703	Q103602	7	0	6	0	0	0	human	Heinrich von Bibra	Q103602	3.44
