	item_id	book_instance	reports_policy_legislation_and_technical_documentation_instance	databases_instance	academic_scientific	news_media_sources	wiki	category	Item label	Item ID	Weighted ORES Score
41305	Q89302210	0	0	0	0	0	0	human	Xiu-Feng Lin	Q89302210	2.02
41307	Q89302243	0	0	0	0	0	0	human	Shijian Ge	Q89302243	2.02
41309	Q89302287	0	0	0	0	0	0	human	Jinlong Guo	Q89302287	2.02
41311	Q89302368	0	0	0	0	0	0	human	Arnaldo Bonfim Caires-Filho	Q89302368	2.02
41313	Q89302385	0	0	0	0	0	0	human	Anita W M Suijkerbuijk	Q89302385	2.02
41315	Q89302395	0	0	0	0	0	0	human	Adam John Anthony McGuinness	Q89302395	2.57
41317	Q89302501	0	0	0	1	0	0	human	Jean E Stevenson	Q89302501	2.56
41319	Q89302580	0	0	0	0	0	0	human	Sunit K Singh	Q89302580	2.26
41321	Q89302618	0	0	0	0	0	0	human	Lynn M Martin	Q89302618	2.57
41323	Q89302719	0	0	0	0	0	0	human	Max Heckler	Q89302719	2.7
41325	Q89302824	0	0	0	0	0	0	human	Neeraj Prakash	Q89302824	2.02
41327	Q89302932	0	0	0	0	0	0	human	Elisa Fresta	Q89302932	2.24
41329	Q89303034	0	0	0	0	0	0	human	Preeyaporn Jirakittidul	Q89303034	2.02
41331	Q89303082	0	0	0	0	0	0	human	Sandro Nannini	Q89303082	2.04
41333	Q89303214	0	0	0	0	0	0	human	Adilson Paulo Sinhorin	Q89303214	2.02
41335	Q89303259	0	0	0	0	0	0	human	Samrat T Kundu	Q89303259	2.3
41337	Q89303346	0	0	0	1	0	0	human	Ming-Hsiun Hsieh	Q89303346	2.55
41339	Q89303437	0	0	0	1	0	0	human	Fengjun Zhuo	Q89303437	2.33
41341	Q89303825	0	0	0	0	0	0	human	Andrés Santiago-Sáez	Q89303825	2.48
41343	Q89303889	0	0	0	0	0	0	human	Milan Wolf	Q89303889	2.5
41345	Q89303927	0	0	0	0	0	0	human	Mehdi Khodamoradi	Q89303927	2.11
41347	Q89304051	0	0	0	0	0	0	human	Felipe Guevara	Q89304051	2.63
41349	Q89304257	0	0	0	0	0	0	human	Mirko Ruzza	Q89304257	2.61
41351	Q89304294	0	0	0	0	0	0	human	Tae Young Yune	Q89304294	2.02
41353	Q89304314	0	0	0	0	0	0	human	Elizabeth Lee Daugherty Biddison	Q89304314	1.22
41355	Q89304355	0	0	0	0	0	0	human	Heping Wang	Q89304355	2.02
41357	Q89304378	0	0	0	1	0	0	human	Barbora Šmídová	Q89304378	2.62
41359	Q89304437	0	0	0	0	0	0	human	Tomas Grisa	Q89304437	2.02
41361	Q89304532	0	0	0	0	0	0	human	Raquel Sánchez-Salcedo	Q89304532	2.02
41363	Q89304584	0	0	0	0	0	0	human	Aliza S Gordon	Q89304584	2.02
41365	Q89304592	0	0	0	0	0	0	human	Megan R Lewis	Q89304592	2.04
41367	Q89304646	0	0	0	0	0	0	human	Mahmoud M El-Mezayen	Q89304646	2.22
41369	Q89304683	0	0	0	0	0	0	human	Orlando O Harris	Q89304683	2.48
41371	Q89304736	0	0	0	0	0	0	human	Rebeca García-Varela	Q89304736	2.11
41373	Q89304839	0	0	0	0	0	0	human	Kuen Fung Sin	Q89304839	2.59
41375	Q89304851	1	0	0	0	0	0	human	Nora Tapper	Q89304851	2.7
41377	Q89304883	0	0	0	0	0	0	human	Yuan Yu	Q89304883	2.02
41379	Q89304916	0	0	0	0	0	0	human	Dawn Edge	Q89304916	2.09
41381	Q89305055	0	0	0	0	0	0	human	David J. W. Simpson	Q89305055	2.59
41383	Q89305071	0	0	0	1	0	0	human	Iain L Campbell	Q89305071	2.55
41385	Q89305085	0	0	0	0	0	0	human	Oscar Vela	Q89305085	2.54
41387	Q89305090	0	0	0	0	0	0	human	Elizabeth Stormshak	Q89305090	2.02
41389	Q89305158	0	0	0	0	0	0	human	Ryan L Wessendorf	Q89305158	2.04
41391	Q89305179	0	0	0	0	0	0	human	Sylvia H Hsu	Q89305179	2.02
41393	Q89305311	0	0	0	0	0	0	human	Rana M N El Qashty	Q89305311	2.4
41395	Q89305340	0	0	0	0	0	0	human	Katarzyna Mitrega	Q89305340	2.04
41397	Q89305342	0	0	0	0	0	0	human	Witold Streb	Q89305342	2.31
41399	Q89305395	0	0	0	0	0	0	human	Leonhard Quintero Garzón	Q89305395	2.02
41401	Q89305475	0	0	0	0	0	0	human	Chia-Shi Wang	Q89305475	2.16
41403	Q89305503	0	0	0	1	0	0	human	Wenzhi Lv	Q89305503	2.31
41405	Q89305527	0	0	0	0	0	0	human	André W E A De Zutter	Q89305527	2.57
41407	Q89305623	0	0	0	0	0	0	human	Mar Matarin	Q89305623	2.54
41409	Q89305694	0	0	0	0	0	0	human	Florian Correard	Q89305694	2.04
41411	Q89305722	0	0	0	0	0	0	human	Linda Zetterlund	Q89305722	2.04
41413	Q89305836	0	0	0	0	0	0	human	Oliver Waddell	Q89305836	2.02
41415	Q89306043	0	0	0	0	0	0	human	Ali Nourbakhsh	Q89306043	2.02
41417	Q89306048	0	0	0	0	0	0	human	Trishna Shimpi	Q89306048	2.02
41419	Q89306240	0	0	0	0	0	0	human	Andres Jose Gomez-Aldana	Q89306240	2.25
41421	Q89306323	0	0	0	0	0	0	human	Amirhossein Behranginia	Q89306323	2.02
41423	Q89306338	0	0	0	0	0	0	human	Shufang Zhang	Q89306338	2.02
41425	Q89306347	0	0	0	0	0	0	human	Elizabeth Nicholls	Q89306347	2.04
41427	Q89306354	0	0	0	3	0	0	human	Yakubu Abdul-Salam	Q89306354	2.68
41429	Q89306375	0	0	0	0	0	0	human	Maria Szuszkiewicz	Q89306375	2.66
41431	Q89306408	0	0	0	0	0	0	human	Phil Wannamaker	Q89306408	2.02
41433	Q89306511	0	0	0	0	0	0	human	Nitin Virmani	Q89306511	2.02
41435	Q89306543	0	0	0	0	0	0	human	Rosa Bacchetta	Q89306543	2.7
41437	Q89306579	0	0	0	0	0	0	human	Xiang Chen	Q89306579	2.01
41439	Q89306609	0	0	0	0	0	0	human	Lynna Marie Kiere	Q89306609	2.03
41441	Q89306708	0	0	0	0	0	0	human	Nicolas Mermod	Q89306708	2.02
41443	Q89306819	0	0	0	0	0	0	human	Kiran Kumar Boyina	Q89306819	2.04
41445	Q89307080	0	0	0	0	0	0	human	Nora R Ibargüengoytía	Q89307080	2.02
41447	Q89307160	0	0	0	0	0	0	human	Johan Schot	Q89307160	2.02
41449	Q89307191	0	0	0	0	0	0	human	Sebastian Panthöfer	Q89307191	2.02
41451	Q89307488	0	0	0	1	0	0	human	Rui Jiang	Q89307488	2.07
41453	Q89307510	0	0	0	0	0	0	human	Chengxin Zuo	Q89307510	2.02
41455	Q89307538	0	0	0	0	0	0	human	Suejen Perani	Q89307538	2.45
41457	Q89307572	0	0	0	0	0	0	human	L Lam	Q89307572	2.22
41459	Q89307600	0	0	0	0	0	0	human	Feng He	Q89307600	2.02
41461	Q89307675	0	0	0	1	0	0	human	Carsten Müller	Q89307675	2.47
41463	Q89307745	0	0	0	0	0	0	human	Xianxing Jiang	Q89307745	2.02
41465	Q89307759	0	0	0	0	0	0	human	Jacqueline Nolting	Q89307759	2.04
41467	Q89307784	0	0	0	0	0	0	human	Parimal Roy	Q89307784	2.02
41469	Q89307810	0	0	0	0	0	0	human	Aleksandra Alorić	Q89307810	2.11
41471	Q89307878	0	0	0	0	0	0	human	Scott R Schreckengaust	Q89307878	2.46
41473	Q89307993	0	0	0	0	0	0	human	Marcela Silva Oliveira	Q89307993	2.02
41475	Q89308012	0	0	0	0	0	0	human	Austin C Cohrs	Q89308012	2.44
41477	Q89308040	0	0	0	0	0	0	human	Adas Gelzinis	Q89308040	2.02
41479	Q89308051	0	0	0	0	0	0	human	Tamás Szigeti	Q89308051	2.24
41481	Q89308369	0	0	0	0	0	0	human	James R Hammond	Q89308369	2.24
41483	Q89308701	0	0	0	0	0	0	human	Naoki Hijiya	Q89308701	2.02
41485	Q89309386	0	0	0	0	0	0	human	Laureano Canoira	Q89309386	2.41
41487	Q89309677	0	0	0	0	0	0	human	Tiebing Liang	Q89309677	2.02
41489	Q89309974	0	0	0	0	0	0	human	Keita Seto	Q89309974	2.11
41491	Q89309988	0	0	0	0	0	0	human	Riccardo Riatti	Q89309988	2.57
41493	Q89310018	0	0	0	0	0	0	human	Tomasz Bielawski	Q89310018	2.71
41495	Q89310083	0	0	0	0	0	0	human	Ankit Jain	Q89310083	2.11
41497	Q89310086	0	0	0	0	0	0	human	Chenxi Li	Q89310086	2.02
41499	Q89310328	0	0	0	1	0	0	human	Koichi Furukawa	Q89310328	2.53
41501	Q89310342	0	0	0	0	0	0	human	Dawn M Nederhoff	Q89310342	2.38
41503	Q89310461	0	0	0	0	0	0	human	Paul P van den Berg	Q89310461	2.52
41505	Q89310469	0	0	0	0	0	0	human	Zhi-Guo Li	Q89310469	2.22
41507	Q89310611	0	0	0	0	0	0	human	Li-Chun Wang	Q89310611	2.02
41509	Q89310899	0	0	0	0	0	0	human	Nadja Bodner	Q89310899	2.39
41511	Q89310998	0	0	0	1	0	0	human	Borami Kang	Q89310998	2.49
41513	Q89311071	0	0	0	0	0	0	human	Noémie Gantier	Q89311071	2.13
41515	Q89311120	0	0	0	0	0	0	human	Stephanie Morrison	Q89311120	2.04
41517	Q89311159	0	0	0	0	0	0	human	Gie Ok Noh	Q89311159	2.02
41519	Q89311191	11	0	5	0	0	0	human	Alterique Gilbert	Q89311191	3.5
41521	Q89311207	0	0	0	0	0	0	human	Dodul Mondal	Q89311207	2.66
41523	Q89311372	0	0	0	0	0	0	human	Federico La Spada	Q89311372	2.16
41525	Q89311564	0	0	0	0	0	0	human	Rajiv G Menon	Q89311564	2.02
41527	Q89311573	0	0	0	0	0	0	human	Joon Suk Oh	Q89311573	2.4
41529	Q89311630	0	0	0	0	0	0	human	David Mitlin	Q89311630	2.22
41531	Q89311713	0	0	0	3	0	0	human	Kenan Turbic	Q89311713	2.72
41533	Q89311751	0	0	0	2	0	0	human	Marissa J Maroni	Q89311751	2.56
41535	Q89311782	0	0	0	0	0	0	human	María Quintela	Q89311782	2.02
41537	Q89311937	0	0	0	1	0	0	human	Marcus Johansson	Q89311937	2.59
41539	Q89312296	0	0	0	0	0	0	human	Jean Boisson	Q89312296	2.02
41541	Q89312385	0	0	0	1	0	0	human	Paula M McLaughlin	Q89312385	2.56
41543	Q89312387	0	0	0	0	0	0	human	Reshil-Marie Dukes	Q89312387	2.02
41545	Q89312713	0	0	0	1	0	0	human	Xingang Zhou	Q89312713	2.47
41547	Q89312714	0	0	0	0	0	0	human	Nicole Heim	Q89312714	2.04
41549	Q89312715	0	0	0	0	0	0	human	Weijuan Huang	Q89312715	2.02
41551	Q89312759	0	0	0	0	0	0	human	Esmail Moshiri	Q89312759	2.02
41553	Q89312776	0	0	0	0	0	0	human	Kyung-Hwan Cho	Q89312776	2.02
41555	Q89312849	0	0	0	0	0	0	human	Xu Wu	Q89312849	2.02
41557	Q89312854	0	0	0	0	0	0	human	Edson A de Lima	Q89312854	2.02
41559	Q89312989	0	0	0	0	0	0	human	Ashkan Emadi	Q89312989	2.02
41561	Q89313001	0	0	0	0	0	0	human	Brandi N Hawk	Q89313001	2.02
41563	Q89313010	0	0	0	0	0	0	human	Wenhao Hu	Q89313010	2.01
41565	Q89313028	0	0	0	0	0	0	human	Peter Galettis	Q89313028	2.5
41567	Q89313029	0	0	0	0	0	0	human	Jennifer Schneider	Q89313029	2.07
41569	Q89313074	0	0	0	1	0	0	human	Musa Ibrahim Waziri	Q89313074	2.47
41571	Q89313121	0	0	0	0	0	0	human	Victor Geurts	Q89313121	2.05
41573	Q89313212	0	0	0	2	0	0	human	Hong-Gu Lee	Q89313212	2.57
41575	Q89313222	0	0	0	0	0	0	human	Mathilde Tissier	Q89313222	2.02
41577	Q89313247	0	0	1	0	0	1	human	Arlindo Silva	Q89313247	2.02
41579	Q89313259	0	0	0	0	0	0	human	Nida Akhtar	Q89313259	2.33
41581	Q89313284	0	0	0	0	0	0	human	Gemma Stevens	Q89313284	2.04
41583	Q89313298	0	0	0	0	0	0	human	Satish Kumar Rajasekharan	Q89313298	2.02
41585	Q89313405	0	0	0	1	0	0	human	Paul Y. Kim	Q89313405	2.55
41587	Q89313419	0	0	0	0	0	0	human	Tianben Ding	Q89313419	2.59
41589	Q89313469	0	0	0	0	0	0	human	Yang Liu	Q89313469	2.01
41591	Q89313519	0	0	0	0	0	0	human	Masanobu Nakajima	Q89313519	2.02
41593	Q89313520	0	0	0	0	0	0	human	Yu Sun	Q89313520	2.01
41595	Q89313531	0	0	0	0	0	0	human	Bente A van den Berge	Q89313531	2.02
41597	Q89313533	0	0	0	0	0	0	human	Julia R Spoo	Q89313533	2.04
41599	Q89313536	0	0	2	0	0	1	human	Yury Bezdudny	Q89313536	2.26
41601	Q89313556	0	0	0	0	0	0	human	Andrew D Foers	Q89313556	2.48
41603	Q89313646	0	0	0	0	0	0	human	Elena Gnedovskaya	Q89313646	2.24
41605	Q89313656	0	0	0	2	0	0	human	Ron Lavi	Q89313656	2.6
41607	Q89313659	0	0	0	0	0	0	human	Lior Regev	Q89313659	2.55
41609	Q89313685	0	0	0	0	0	0	human	Lin Jin	Q89313685	2.01
41611	Q89313713	0	0	0	0	0	0	human	Abraham Aviv	Q89313713	2.22
41613	Q89313939	0	0	0	0	0	0	human	Alexander Ling	Q89313939	2.49
41615	Q89314004	0	0	0	0	0	0	human	Julia Naoumova	Q89314004	2.63
41617	Q89314039	0	0	0	2	0	0	human	Aleksandra Borecka	Q89314039	2.6
41619	Q89314131	0	0	0	0	0	0	human	James Rivière	Q89314131	2.59
41621	Q89314165	0	0	0	0	0	0	human	Emilio J Palacios-Garcia	Q89314165	2.63
41623	Q89314169	0	0	0	0	0	0	human	Miguel J Gonzalez-Redondo	Q89314169	2.65
41625	Q89314171	0	0	0	0	0	0	human	Douglas R G Silva	Q89314171	2.02
41627	Q89314186	0	0	0	0	0	0	human	Zhaoheng Xie	Q89314186	2.02
41629	Q89314221	0	0	0	0	0	0	human	Vishal S Patel	Q89314221	2.02
41631	Q89314226	0	0	0	0	0	0	human	Malin Hildebrand Karlén	Q89314226	2.02
41633	Q89314271	0	0	0	0	0	0	human	Xiu-Xiu Ren	Q89314271	2.02
41635	Q89314298	0	0	0	0	0	0	human	Simon Alex Marshall	Q89314298	2.54
41637	Q89314368	0	0	0	0	0	0	human	Bhyranalyar Nagarajappa Veerabhadraswamy	Q89314368	2.02
41639	Q89314413	0	0	0	0	0	0	human	Antje Schmitt	Q89314413	2.55
41641	Q89314548	0	0	0	0	0	0	human	M E Uddin	Q89314548	2.61
41643	Q89314561	0	0	0	0	0	0	human	Fabrice Patisson	Q89314561	2.57
41645	Q89314594	0	0	0	0	0	0	human	T Oya-Ito	Q89314594	2.02
41647	Q89314616	0	0	0	0	0	0	human	Hajime Kitano	Q89314616	2.02
41649	Q89314670	0	0	0	0	0	0	human	Dmitri Chirikov	Q89314670	2.02
41651	Q89314681	0	0	0	1	0	0	human	Abdurahman A Niazy	Q89314681	2.5
41653	Q89314692	0	0	0	0	0	0	human	Karrie F Downing	Q89314692	2.02
41655	Q89314709	0	0	0	0	0	0	human	Adrienne T Hoyt	Q89314709	2.04
41657	Q89314719	0	0	0	1	0	0	human	Jun Jiang	Q89314719	2.05
41659	Q89314881	3	0	2	0	0	0	human	Mårten Ramnäs	Q89314881	2.89
41661	Q89314981	0	0	0	1	0	0	human	Junyi Du	Q89314981	2.43
41663	Q89315149	0	0	0	0	0	0	human	Eric T Boder	Q89315149	2.02
41665	Q89315156	0	0	0	0	0	0	human	Christian A Pineau	Q89315156	2.55
41667	Q89315163	0	0	0	0	0	0	human	Stephanie Keeling	Q89315163	2.5
41669	Q89315171	0	0	0	0	0	0	human	Yu Zheng	Q89315171	2.02
41671	Q89315265	0	0	0	0	0	0	human	Allison L Kearney	Q89315265	2.16
41673	Q89315730	0	0	0	0	0	0	human	Yanting Hu	Q89315730	2.02
41675	Q89315784	0	0	0	0	0	0	human	Carolina Pereira	Q89315784	2.54
41677	Q89316269	0	0	0	2	0	0	human	Myung Jin Chung	Q89316269	2.59
41679	Q89316291	0	0	0	1	0	0	human	Chuying Chen	Q89316291	2.61
41681	Q89316327	0	0	0	0	0	0	human	Mihai Gabriel Cucu	Q89316327	2.02
41683	Q89316332	0	0	0	0	0	0	human	Isabela Siloşi	Q89316332	2.04
41685	Q89316350	0	0	0	0	0	0	human	Pu Mao	Q89316350	2.02
41687	Q89316441	0	0	0	0	0	0	human	Rajagopal N Aravalli	Q89316441	2.02
41689	Q89316807	2	0	5	0	0	0	human	Constant Van Gestel	Q89316807	2.29
41691	Q89316959	0	0	0	0	0	0	human	Michelle Gompelman	Q89316959	2.16
41693	Q89317	6	0	3	0	0	0	human	Hermann Otto I of Limburg-Styrum	Q89317	3.88
41695	Q89317181	0	0	0	0	0	0	human	Brian T Veach	Q89317181	2.38
41697	Q89317592	0	0	0	0	0	0	human	Garrett Eickelberg	Q89317592	2.02
41699	Q89317624	0	0	0	0	0	0	human	Sheri D Schully	Q89317624	2.02
41701	Q89317686	0	0	0	1	0	0	human	N S K Gowthaman	Q89317686	2.55
41703	Q89318141	0	0	0	0	0	0	human	B Di	Q89318141	2.02
41705	Q89318375	0	0	0	0	0	0	human	Laura M Winchester	Q89318375	2.5
41707	Q89319718	0	0	0	0	0	0	human	Erfan Shafiee	Q89319718	2.41
41709	Q89319786	0	0	0	0	0	0	human	José Antonio Terrón León	Q89319786	2.04
41711	Q89319841	0	0	0	0	0	0	human	Abdollah Moossavi	Q89319841	2.43
41713	Q89320063	0	0	0	0	0	0	human	Teresa Vitadello	Q89320063	2.04
41715	Q89320217	0	0	0	0	0	0	human	Lixin Ou	Q89320217	2.11
41717	Q89320229	0	0	0	0	0	0	human	Panos Kalimeris	Q89320229	2.53
41719	Q89320337	0	0	0	0	0	0	human	Athanasios Litsios	Q89320337	2.02
41721	Q89320532	0	0	0	0	0	0	human	Shan-Qi Lee	Q89320532	2.02
41723	Q89320604	0	0	2	0	0	0	human	She Hyon Song	Q89320604	2.42
41725	Q89320653	0	0	0	0	0	0	human	S Evelyn Stewart	Q89320653	2.27
41727	Q89320777	0	0	0	1	0	0	human	Robert T Chatterton	Q89320777	2.67
41729	Q89320804	0	0	0	0	0	0	human	Kevin J Anstrom	Q89320804	2.02
41731	Q89320991	0	0	0	0	0	0	human	Paolo Da Pelo	Q89320991	2.24
41733	Q89321011	0	0	0	0	0	0	human	Shahab Rezaei-Mazinani	Q89321011	2.22
41735	Q89321323	0	0	0	0	0	0	human	Rito Takeuchi	Q89321323	2.79
41737	Q89321499	0	0	0	0	0	0	human	Hans-Henning Flechtner	Q89321499	2.11
41739	Q89321517	0	0	0	0	0	0	human	Richard Camara	Q89321517	2.04
41741	Q89321569	0	0	0	0	0	0	human	Vinita G Chittoor	Q89321569	2.22
41743	Q89321685	0	0	0	0	0	0	human	Nelli Pajamäki	Q89321685	2.02
41745	Q89321861	0	0	0	0	0	0	human	Jule Anna Horlbog	Q89321861	2.22
41747	Q89321875	0	0	0	0	0	0	human	Rosiane Andrade Costa	Q89321875	2.43
41749	Q89321908	0	0	0	0	0	0	human	Bonny Bayot	Q89321908	2.11
41751	Q89322045	3	0	1	0	0	0	human	Débora Rottenberg	Q89322045	2.89
41753	Q89322556	0	0	0	0	0	0	human	Anthony Waas	Q89322556	2.02
41755	Q89323166	0	0	0	0	0	0	human	Roberto Turolla	Q89323166	2.42
41757	Q89323977	0	0	0	0	0	0	human	Katharina Thoren	Q89323977	2.39
41759	Q89324104	0	0	0	0	0	0	human	Mu Qiao	Q89324104	2.11
41761	Q89324148	0	0	0	0	0	0	human	M Shen	Q89324148	2.11
41763	Q89324281	0	0	0	0	0	0	human	Lorenz Huber	Q89324281	2.02
41765	Q89324330	0	0	0	0	0	0	human	Haiyang Yang	Q89324330	2.02
41767	Q89325040	0	0	0	1	0	0	human	Norihisa Tamura	Q89325040	2.58
41769	Q89325044	0	0	0	0	0	0	human	Ulia Semenova	Q89325044	2.11
41771	Q89325261	0	0	0	0	0	0	human	Manuel Hermenegildo Dávila	Q89325261	2.64
41773	Q89325488	0	0	0	0	0	0	human	Karin Limburg	Q89325488	2.16
41775	Q89325756	20	2	12	7	0	0	human	Miquel Llabrés	Q89325756	3.92
41777	Q89325856	0	0	0	0	0	0	human	Joachner Philippe	Q89325856	2.02
41779	Q89325895	0	0	0	0	0	0	human	Hiroko Shimbo	Q89325895	2.02
41781	Q89325990	0	0	0	0	0	0	human	Hiroshi Imai	Q89325990	2.02
41783	Q89326	4	0	0	0	0	0	human	Eugen Binder-Kriegelstein	Q89326	3.21
41785	Q89326078	0	0	0	0	0	0	human	Polina P Vabishchevich	Q89326078	2.53
41787	Q89326079	0	0	0	0	0	0	human	Diana Mihalache	Q89326079	2.02
41789	Q89326117	0	0	0	0	0	0	human	Irem Boybat	Q89326117	2.22
41791	Q89326233	0	0	0	0	0	0	human	Hiroshi Sasaki	Q89326233	2.01
41793	Q89326266	0	0	0	0	0	0	human	Heidi Tuominen	Q89326266	2.02
41795	Q89326286	0	0	0	0	0	0	human	Zhang Yunjun	Q89326286	2.6
41797	Q89326456	0	0	2	0	0	0	human	Oliver Schauer	Q89326456	2.42
41799	Q89326466	0	0	2	0	0	0	human	Paul Räcke	Q89326466	2.64
41801	Q89326484	0	0	0	0	0	0	human	Kathleen M Buchheit	Q89326484	2.02
41803	Q89326751	0	0	5	0	0	0	human	Claude Cuénot	Q89326751	2.0
41805	Q89326767	0	0	0	0	0	0	human	Charuta Joshi	Q89326767	2.02
41807	Q89326841	0	0	0	0	0	0	human	Walter G Ferlin	Q89326841	2.05
41809	Q89326848	0	0	0	0	0	0	human	Sabrina Lory	Q89326848	2.04
41811	Q89326892	0	0	0	1	0	0	human	Cai-Hong Wang	Q89326892	2.31
41813	Q89326910	0	0	0	0	0	0	human	Liliane R Alves	Q89326910	2.02
41815	Q89326986	0	0	0	0	0	0	human	Łukasz Michalczyk	Q89326986	2.02
41817	Q89327257	0	0	0	0	0	0	human	Jun Goo Kang	Q89327257	2.02
41819	Q89327440	0	0	0	0	0	0	human	Andries Jordaan	Q89327440	2.39
41821	Q89327534	0	0	0	0	0	0	human	Belkacem Chaibedra	Q89327534	2.02
41823	Q89327568	0	0	2	0	0	1	human	Wojciech Małecki (sierżant)	Q89327568	2.97
41825	Q89327811	0	0	0	0	0	0	human	Federica Calabrò	Q89327811	2.39
41827	Q89327945	0	0	0	0	0	0	human	Swagata Acharya	Q89327945	2.81
41829	Q89327980	0	0	0	0	0	0	human	A C Luedke	Q89327980	2.02
41831	Q89327984	0	0	0	0	0	0	human	J Reginold	Q89327984	2.02
41833	Q89328047	0	0	0	0	0	0	human	K-H Chou	Q89328047	2.02
41835	Q89328085	0	0	0	1	0	0	human	Antonio Fernández-Victorio y Cociña	Q89328085	2.65
41837	Q89328114	0	0	0	0	0	0	human	Mariana Forgati	Q89328114	2.02
41839	Q89328138	0	0	0	1	0	0	human	Fabiana S Lima	Q89328138	2.46
41841	Q89328144	0	0	0	0	0	0	human	Mirian B Gonçalves	Q89328144	2.11
41843	Q89328340	0	0	0	0	0	0	human	Adam Simning	Q89328340	2.56
41845	Q89328375	0	0	0	0	0	0	human	Mateugue Diack	Q89328375	2.02
41847	Q89328485	0	0	0	0	0	0	human	Olanrewaju Lawal	Q89328485	2.46
41849	Q89328825	0	0	0	0	0	0	human	Karl Dieter	Q89328825	2.04
41851	Q89328858	0	0	0	0	0	0	human	Helen J S Stewart	Q89328858	2.02
41853	Q89328867	0	0	0	0	0	0	human	Alessandra Moscaroli	Q89328867	2.16
41855	Q89329075	0	0	0	0	0	0	human	Federico Corletto	Q89329075	2.04
41857	Q89329339	0	0	0	0	0	0	human	Marta Mirolo	Q89329339	2.16
41859	Q89329364	0	0	0	0	0	0	human	Voddu Suresh	Q89329364	2.31
41861	Q89329504	0	0	0	0	0	0	human	Ruth D Piers	Q89329504	2.02
41863	Q89329573	0	0	0	0	0	0	human	Sheila Botts	Q89329573	2.04
41865	Q89329614	0	0	0	0	0	0	human	Jessica Broadway	Q89329614	2.02
41867	Q89329639	0	0	0	0	0	0	human	Rachel Kennedy	Q89329639	2.08
41869	Q89329645	0	0	0	0	0	0	human	Kristen Williams	Q89329645	2.68
41871	Q89329695	0	0	0	0	0	0	human	Jeremy Daniel	Q89329695	2.52
41873	Q89329790	0	0	0	0	0	0	human	Joanna Piskorz	Q89329790	2.59
41875	Q89329829	0	0	0	0	0	0	human	Rosana Oliveira	Q89329829	2.22
41877	Q89329895	0	0	0	0	0	0	human	Pamela Wolf	Q89329895	2.59
41879	Q89330138	0	0	0	0	0	0	human	Nicole B Washington	Q89330138	2.65
41881	Q89330243	0	0	0	0	0	0	human	Michelle Piel	Q89330243	2.02
41883	Q89330318	0	0	0	0	0	0	human	Christopher Thomas	Q89330318	2.05
41885	Q89330324	0	0	0	0	0	0	human	Vladimir Emanuel	Q89330324	2.5
41887	Q89330362	0	0	0	0	0	0	human	Tatyana Blinova	Q89330362	2.02
41889	Q89330365	0	0	0	0	0	0	human	Ting Wang	Q89330365	2.01
41891	Q89330368	0	0	0	0	0	0	human	Elena Surkova	Q89330368	2.13
41893	Q89330397	0	0	0	0	0	0	human	Aijaz Ahmad Dar	Q89330397	2.02
41895	Q89330421	0	0	0	0	0	0	human	Amber Kapuganti	Q89330421	2.02
41897	Q89330427	0	0	0	0	0	0	human	Traci Turner	Q89330427	2.02
41899	Q89330451	0	0	0	0	0	0	human	Julia Boyle	Q89330451	2.04
41901	Q89330600	0	0	0	0	0	0	human	Yassin Hassan Eltorki	Q89330600	2.31
41903	Q89330736	0	0	0	0	0	0	human	Ashley Tewksbury	Q89330736	2.02
41905	Q89330776	0	0	0	0	0	0	human	Jaclyn Homola	Q89330776	2.02
41907	Q89330779	0	0	0	0	0	0	human	Robin Hieber	Q89330779	2.04
41909	Q89330799	0	0	0	2	0	0	human	Richard Hickey	Q89330799	2.64
41911	Q89330808	0	0	0	0	0	0	human	Tulio R Ortega	Q89330808	2.02
41913	Q89330842	0	0	0	0	0	0	human	Joshua G King	Q89330842	2.04
41915	Q89330867	0	0	0	0	0	0	human	Steven Fang	Q89330867	2.04
41917	Q89330875	0	0	0	0	0	0	human	Jini John	Q89330875	2.02
41919	Q89330882	0	0	0	0	0	0	human	Jasmine Carter	Q89330882	2.04
41921	Q89330923	0	0	0	0	0	0	human	Julia Golden	Q89330923	2.05
41923	Q89330982	0	0	0	0	0	0	human	Teodora Cristina Stefan	Q89330982	2.02
41925	Q89331138	0	0	0	0	0	0	human	Luciana Almeida Sato	Q89331138	2.39
41927	Q89331404	0	0	0	0	0	0	human	Burcu Ozkan Cetinkaya	Q89331404	2.02
41929	Q89331804	0	0	0	1	0	0	human	Hyun-Suk Lee	Q89331804	2.31
41931	Q89332035	0	0	0	0	0	0	human	Zhiqian Liu	Q89332035	2.02
41933	Q89332254	0	0	0	0	0	0	human	Wilhelmina Kalt	Q89332254	2.02
41935	Q89332876	0	0	0	0	0	0	human	Mohammad Sabokrou	Q89332876	2.31
41937	Q89333242	0	0	2	0	0	0	human	Illia V Fedorin	Q89333242	2.56
41939	Q89333447	0	0	0	0	0	0	human	Lucie Attout	Q89333447	2.02
41941	Q89333927	0	0	0	0	0	0	human	Rodolfo Morrison	Q89333927	2.61
41943	Q89334023	0	0	2	1	0	0	human	John Wilson	Q89334023	2.78
41945	Q89334045	0	0	0	1	0	0	human	Xiang Gao	Q89334045	2.08
41947	Q89334069	0	0	0	0	0	0	human	Joanine Nel	Q89334069	2.55
41949	Q89334225	0	0	0	0	0	0	human	Shiva K Rastogi	Q89334225	2.22
